,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额
336,sz399356,珠三角,11139.47,159.476,1.452,10979.994,10997.797,11171.503,10990.465,1571558544,45185738361
337,sz399357,环渤海,3076.988,19.213,0.628,3057.775,3052.118,3081.629,3051.679,3141088029,37521734041
338,sz399358,国证环保,7199.949,17.702,0.246,7182.247,7215.291,7244.891,7129.41,2614779409,59761094980
339,sz399359,国证基建,2666.004,9.649,0.363,2656.355,2644.885,2676.788,2634.607,3934765594,25780663560
340,sz399360,新硬件,4699.729,33.25,0.713,4666.479,4660.158,4704.632,4659.032,2038388745,30349523043
341,sz399361,在线消费,3672.584,32.25,0.886,3640.334,3635.473,3678.011,3628.694,945979709,10607430604
342,sz399362,民企100,9840.192,84.246,0.864,9755.946,9772.92,9856.249,9772.92,2512477399,121379373267
343,sz399363,云科技,5155.868,41.103,0.804,5114.765,5107.285,5163.931,5104.282,1064630946,30703238706
344,sz399364,消费100,11728.042,142.262,1.228,11585.78,11578.234,11742.183,11578.234,3063060247,118720938982
345,sz399365,国证农业,17908.441,314.5,1.788,17593.941,17520.672,17994.477,17520.672,1838471532,63291123861
346,sz399366,国证大宗,3076.259,25.869,0.848,3050.39,3035.248,3079.188,3027.56,9367163773,99225116519
347,sz399367,1000地产,4296.883,-38.93,-0.898,4335.813,4330.332,4338.152,4266.966,906078498,8231235849
348,sz399368,国证军工,8971.677,35.351,0.396,8936.326,8926.985,8973.228,8850.345,920163050,21302974081
349,sz399369,国证责任,1834.782,24.673,1.363,1810.109,1808.374,1836.22,1808.373,3464219622,63885829610
350,sz399370,国证成长,6251.493,68.237,1.104,6183.256,6190.113,6254.924,6190.113,8292728795,228433962089
351,sz399371,国证价值,6536.48,56.464,0.871,6480.016,6470.26,6551.591,6462.555,17433921342,156968801185
352,sz399372,大盘成长,6566.367,77.643,1.197,6488.724,6500.677,6582.64,6500.677,2381587724,117026548630
353,sz399373,大盘价值,7457.063,79.866,1.083,7377.197,7370.178,7479.22,7362.295,4994571290,58566741018
354,sz399374,中盘成长,6118.902,45.685,0.752,6073.217,6075.288,6120.61,6066.794,2118657468,59160730960
355,sz399375,中盘价值,5794.47,24.557,0.426,5769.913,5750.894,5803.506,5736.589,5198330632,42157990144
356,sz399376,小盘成长,6798.842,78.592,1.169,6720.25,6712.429,6800.934,6699.486,3792483603,52246682499
357,sz399377,小盘价值,7442.227,44.373,0.6,7397.854,7386.538,7470.632,7351.035,7241019420,56244070023
358,sz399378,ESG 300,3027.565,32.311,1.079,2995.254,2993.249,3031.249,2992.768,9813843002,216325469995
359,sz399379,国证基金,8967.038,76.722,0.863,8890.316,8889.847,8968.787,8889.847,25600665721,35995316762
360,sz399380,国证ETF,1779.294,15.504,0.879,1763.79,1763.735,1779.892,1763.735,24928845280,35098429900
361,sz399381,1000能源,2659.482,3.436,0.129,2656.046,2644.789,2706.008,2622.642,3272855070,25465079041
362,sz399382,1000材料,3876.779,26.6,0.691,3850.179,3837.792,3877.057,3821.962,8204872261,106500151020
363,sz399383,1000工业,3406.36,12.641,0.372,3393.719,3401.041,3415.757,3383.852,6346747925,93442709723
364,sz399384,1000可选,4310.391,11.669,0.271,4298.722,4292.177,4327.16,4288.887,1949409499,37761664206
365,sz399385,1000消费,15189.7,311.333,2.093,14878.367,14802.154,15223.264,14802.154,2471627517,67862725023
366,sz399386,1000医药,9716.614,153.217,1.602,9563.397,9563.513,9749.909,9563.513,1010575455,43693663225
367,sz399387,1000金融,4976.337,49.958,1.014,4926.379,4923.209,5002.558,4920.505,3624242511,43200733439
368,sz399388,1000信息,5557.212,53.589,0.974,5503.623,5519.766,5563.594,5503.764,4410476689,92281674738
369,sz399389,国证通信,3431.954,8.688,0.254,3423.266,3418.84,3442.214,3416.362,1032973554,12871081918
370,sz399390,1000公用,2468.232,4.945,0.201,2463.287,2447.061,2480.632,2421.014,2654007317,17294336127
371,sz399391,投资时钟,3840.956,41.233,1.085,3799.723,3793.948,3849.657,3793.066,5336840032,93131263192
372,sz399392,国证新兴,3223.052,26.417,0.826,3196.635,3197.836,3225.371,3197.428,3986036491,129569184976
373,sz399393,国证地产,4618.521,-33.596,-0.722,4652.117,4646.314,4660.558,4583.37,981910620,8971803351
374,sz399394,国证医药,14992.901,245.321,1.663,14747.58,14747.958,15049.688,14747.958,790392216,40690335554
375,sz399395,国证有色,7138.161,24.476,0.344,7113.685,7061.153,7140.869,7001.586,3451369943,47181954061
376,sz399396,国证食品,29868.447,519.068,1.769,29349.379,29192.156,30041.432,29192.156,648175627,43882540954
377,sz399397,国证文化,2225.902,18.477,0.837,2207.425,2204.754,2231.693,2203.055,1263631530,22505278749
378,sz399398,绩效指数,12297.691,114.846,0.943,12182.845,12138.845,12304.467,12135.564,1644278408,63901514028
379,sz399399,中经GDP,8536.612,91.533,1.084,8445.079,8442.311,8552.465,8439.09,12356680966,211372475551
380,sz399400,大中盘,4408.968,39.031,0.893,4369.937,4368.003,4411.914,4367.948,19745653001,382423414582
381,sz399401,中小盘,4849.005,37.558,0.781,4811.447,4806.643,4850.949,4801.31,24455292224,300803325020
382,sz399402,周期100,3958.812,26.334,0.67,3932.478,3935.301,3966.251,3934.177,6471906004,121278132697
383,sz399403,防御100,10481.127,157.244,1.523,10323.883,10284.988,10523.974,10284.988,2223775694,87852020274
384,sz399404,大盘低波,4871.087,14.007,0.288,4857.08,4845.346,4886.451,4830.467,3713837004,35120102113
385,sz399405,大盘高贝,3100.787,18.058,0.586,3082.729,3081.696,3103.982,3081.696,2330326425,110479886582
386,sz399406,中盘低波,12113.521,101.987,0.849,12011.534,11998.908,12123.28,11976.199,3420635607,22153446444
387,sz399407,中盘高贝,3329.764,25.306,0.766,3304.458,3306.759,3330.65,3301.738,2305645166,71946540645
388,sz399408,小盘低波,13037.908,110.887,0.858,12927.021,12929.789,13053.183,12883.5,4012793465,29396544257
389,sz399409,小盘高贝,5147.313,32.874,0.643,5114.439,5099.575,5150.263,5095.607,4125716237,68458634437
390,sz399410,苏州率先,2621.55,16.138,0.619,2605.412,2593.815,2630.234,2590.557,589367463,12043114308
391,sz399411,红利100,3419.339,8.466,0.248,3410.873,3403.757,3427.843,3391.29,3916189991,50786121845
392,sz399412,国证新能,4433.562,-6.317,-0.142,4439.879,4467.087,4494.589,4409.173,2461889538,89224404136
393,sz399413,国证转债,152.266,0.817,0.539,151.449,151.493,152.484,151.493,355003598,63331688829
394,sz399415,I100,9630.854,40.838,0.426,9590.016,9569.688,9644.765,9520.994,3742348093,127138090063
395,sz399416,I300,4363.08,48.283,1.119,4314.797,4312.813,4367.398,4312.813,9141507505,235028948506
396,sz399417,新能源车,5105.662,17.341,0.341,5088.321,5110.316,5173.658,5077.186,1587405405,67333095735
397,sz399418,国证国安,4369.481,33.157,0.765,4336.324,4331.474,4370.114,4324.296,3845979317,70026113268
398,sz399419,国证高铁,1818.484,-1.459,-0.08,1819.943,1816.203,1823.146,1810.147,732839519,7460695545
399,sz399420,国证保证,1402.808,14.497,1.044,1388.311,1384.912,1410.603,1384.245,1449808131,25765642124
400,sz399422,中关村A,3378.685,16.513,0.491,3362.172,3354.656,3384.556,3352.285,5374755547,59902327032
401,sz399423,中关村50,3128.971,15.297,0.491,3113.674,3105.92,3136.135,3103.32,1725458021,26468342209
402,sz399427,专利领先,3060.266,12.727,0.418,3047.539,3048.087,3066.383,3034.257,3673418200,75491485678
403,sz399428,国证定增,3451.104,37.381,1.095,3413.723,3409.442,3454.62,3403.538,2339523263,50200553617
404,sz399429,新丝路,1702.759,2.686,0.158,1700.073,1694.876,1707.929,1689.413,3261820102,35312803429
405,sz399431,国证银行,6722.104,44.843,0.672,6677.261,6673.691,6759.808,6672.637,1448478848,12304186954
406,sz399432,智能汽车,7738.565,24.523,0.318,7714.042,7760.641,7834.656,7688.381,416129089,39160526548
407,sz399433,国证交运,1824.706,21.816,1.21,1802.89,1807.138,1824.875,1805.797,1572224435,15407723780
408,sz399434,国证传媒,1675.115,-7.461,-0.443,1682.576,1681.996,1683.031,1671.869,633881839,3999434313
409,sz399435,国证农牧,5324.88,162.294,3.144,5162.586,5125.575,5361.032,5125.575,2336854731,31261224277
410,sz399436,国证煤炭,4040.719,-7.181,-0.177,4047.9,4050.367,4153.424,4008.458,2493730269,23296879572
411,sz399437,证券龙头,6656.582,38.702,0.585,6617.88,6602.401,6719.425,6599.885,1417727874,20129262922
412,sz399438,国证电力,2252.385,5.653,0.252,2246.732,2232.172,2265.866,2206.784,2954294904,18594855552
413,sz399439,国证油气,1630.522,18.292,1.135,1612.23,1600.619,1640.064,1589.159,1420094974,7422026767
414,sz399440,国证钢铁,1707.196,3.189,0.187,1704.007,1698.229,1709.314,1666.923,2470748641,13733170931
415,sz399441,生物医药,5310.88,117.884,2.27,5192.996,5208.852,5325.864,5208.852,291265997,19069820547
416,sz399481,企债指数,127.26,-0.008,-0.006,127.268,127.268,127.27,127.257,3647180,335350369
417,sz399550,央视50,7941.86,103.124,1.316,7838.736,7835.262,7950.11,7832.821,1468042358,50036927679
418,sz399551,央视创新,9551.434,44.558,0.469,9506.876,9515.346,9584.563,9485.703,1251307636,30850032037
419,sz399552,央视成长,9259.133,107.979,1.18,9151.154,9134.931,9282.026,9129.647,1817505057,53300142335
420,sz399553,央视回报,9739.041,109.636,1.139,9629.405,9604.656,9747.632,9597.78,897191126,46375772455
421,sz399554,央视治理,8192.936,84.72,1.045,8108.216,8101.057,8211.944,8100.465,1627658335,40688176442
422,sz399555,央视责任,5421.101,35.484,0.659,5385.617,5378.079,5429.701,5375.101,1818389836,38706950076
423,sz399556,央视生态,3515.05,25.712,0.737,3489.338,3498.065,3521.997,3483.472,1400463571,49485707432
424,sz399557,央视文化,1922.693,11.092,0.58,1911.601,1908.639,1930.664,1907.649,1293740806,22612042058
425,sz399602,中小成长,1538.282,25.702,1.699,1512.58,1511.678,1539.166,1511.678,2104509910,51273373742
426,sz399604,中小价值,2173.096,34.645,1.62,2138.451,2135.887,2181.197,2135.368,2352787810,32240694097
427,sz399606,创业板R,3512.356,22.167,0.635,3490.189,3508.635,3525.914,3487.059,1394492962,68891291710
428,sz399608,科技100,4303.238,33.635,0.788,4269.603,4285.635,4312.546,4269.152,1829715678,67277055120
429,sz399610,TMT50,7160.69,68.49,0.966,7092.2,7103.868,7172.569,7080.317,1524177311,35338889487
